-999,9503
-999,9224
-999,911
-999,9049
-999,9045
-999,90076
-999,8426
-999,61316
-999,5856
-999,52625
-999,49066
-999,4805
-999,4712
-999,471
-999,42303
-999,3218
-999,30615
-999,27893
-999,2044
-999,1625
-999,0806
-999,07666
-998,9965
-998,98145
-998,9738
-998,9423
-998,93787
-998,89874
-998,8428
-998,83
-998,80676
-998,80554
-998,73505
-998,7233
-998,6191
-998,5981
-998,5404
-998,5235
-998,5119
-998,4875
-998,3527
-998,3515
-998,3446
-998,3209
-998,2679
-998,22186
-998,1169
-998,11035
-998,055
-997,93787
-997,7988
-997,76025
-997,7497
-997,74445
-997,74146
-997,61115
-997,6039
-997,5906
-997,57806
-997,54144
-997,5273
-997,47736
-997,4281
-997,3774
-997,3168
-997,3121
-997,2918
-997,2901
-997,2824
-997,2334
-997,2302
-997,2193
-997,114
-997,1019
-997,0025
-996,98975
-996,9779
-996,91156
-996,8621
-996,82074
-996,8072
-996,79315
-996,78326
-996,74036
-996,72546
-996,70776
-996,69037
-996,6553
-996,6508
-996,5574
-996,5418
-996,5413
-996,3736
-996,2351
-996,2076
-996,1972
-996,17896
-996,1488
-996,0824
-996,0748
-996,0737
-996,0701
-995,98846
-995,9572
-995,8592
-995,7576
-995,74005
-995,7125
-995,69226
-995,68933
-995,6619
-995,5938
-995,5873
-995,5287
-995,45874
-995,3535
-995,3303
-995,3083
-995,2972
-995,2312
-995,1806
-995,1778
-995,16473
-995,1543
-995,07654
-995,07574
-995,03937
-995,01526
-994,8466
-994,8382
-994,82764
-994,7256
-994,69904
-994,4745
-994,4337
-994,4232
-994,4197
-994,34595
-994,32495
-994,26984
-994,2676
-994,23865
-994,20526
-994,2036
-994,1767
-994,1533
-994,108
-994,08545
-994,0434
-994,02124
-993,919
-993,8942
-993,85266
-993,81213
-993,7249
-993,72235
-993,66455
-993,6575
-993,6492
-993,52814
-993,4056
-993,3929
-993,3184
-993,2644
-993,19885
-993,17816
-993,12494
-993,10156
-993,09375
-993,0924
-993,07764
-993,01544
-992,9967
-992,9938
-992,9368
-992,845
-992,80273
-992,7891
-992,70996
-992,7062
-992,6572
-992,62964
-992,5355
-992,4808
-992,4287
-992,3809
-992,3536
-992,32556
-992,32544
-992,30914
-992,296
-992,2345
-992,2058
-992,19507
-992,19415
-992,1622
-992,14716
-992,13196
-992,0838
-992,0833
-992,0734
-992,01306
-991,9457
-991,93866
-991,8942
-991,8385
-991,8303
-991,7429
-991,6608
-991,6206
-991,6089
-991,5983
-991,58136
-991,49347
-991,49005
-991,36
-991,34174
-991,2627
-991,2399
-991,20703
-991,20276
-991,1414
-991,0976
-991,06226
-990,99084
-990,9668
-990,8975
-990,88324
-990,8457
-990,8199
-990,8001
-990,76166
-990,6655
-990,6524
-990,57465
-990,57465
-990,5635
-990,5589
-990,5087
-990,4802
-990,4489
-990,3975
-990,3209
-990,2603
-990,17523
-990,14966
-990,1119
-990,0697
-990,05444
-990,0416
-990,0296
-989,97894
-989,9546
-989,879
-989,84406
-989,83984
-989,7334
-989,5965
-989,5628
-989,5355
-989,5069
-989,3706
-989,3545
-989,35236
-989,3438
-989,3425
-989,3408
-989,27655
-989,2108
-989,20325
-989,11176
-989,097
-989,0943
-989,0786
-989,0664
-989,03284
-988,87555
-988,79254
-988,7629
-988,754
-988,7089
-988,68286
-988,64404
-988,63745
-988,5686
-988,47156
-988,4638
-988,4468
-988,4175
-988,2709
-988,2682
-988,2292
-988,228
-988,15857
-988,1376
-988,08685
-988,05634
-988,02496
-987,97327
-987,89435
-987,83923
-987,808
-987,79663
-987,7816
-987,78094
-987,7582
-987,74664
-987,7177
-987,6545
-987,615
-987,56366
-987,5562
-987,5484
-987,54333
-987,5211
-987,44934
-987,42633
-987,4042
-987,38763
-987,3523
-987,32263
-987,2133
-987,1221
-987,1059
-987,04156
-987,0321
-987,0221
-987,02136
-987,01385
-987,01013
-986,99854
-986,982
-986,96246
-986,95056
-986,9409
-986,844
-986,80505
-986,7936
-986,7357
-986,7288
-986,67206
-986,6544
-986,62976
-986,60504
-986,50586
-986,5023
-986,47754
-986,431
-986,41974
-986,386
-986,3183
-986,29486
-986,22235
-986,2144
-986,1839
-986,0715
-986,0149
-985,9065
-985,83673
-985,7548
-985,5626
-985,5106
-985,48663
-985,47766
-985,45996
-985,44653
-985,4166
-985,3717
-985,3714
-985,35724
-985,34283
-985,3102
-985,268
-985,25464
-985,193
-985,1233
-985,06586
-985,0552
-985,0183
-984,9489
-984,8677
-984,78577
-984,76483
-984,7298
-984,7082
-984,6758
-984,67456
-984,6379
-984,4785
-984,42664
-984,42126
-984,3326
-984,2955
-984,2063
-984,188
-984,1718
-984,15735
-984,0965
-984,06537
-984,0473
-984,01416
-983,98584
-983,80237
-983,7699
-983,5492
-983,52075
-983,49304
-983,3723
-983,3215
-983,305
-983,27246
-983,13574
-983,0719
-983,0028
-982,90466
-982,8994
-982,8926
-982,84546
-982,6898
-982,6747
-982,65314
-982,63904
-982,56866
-982,5351
-982,52985
-982,50885
-982,4782
-982,43964
-982,4393
-982,4252
-982,3371
-982,3252
-982,3061
-982,28705
-982,2037
-982,1737
-982,1507
-982,11804
-982,1172
-982,07275
-982,06854
-982,03937
-981,965
-981,9541
-981,815
-981,7923
-981,7658
-981,7345
-981,69727
-981,6513
-981,57623
-981,55524
-981,555
-981,54895
-981,53125
-981,4669
-981,3397
-981,3108
-981,2916
-981,1503
-981,07526
-981,0665
-980,96136
-980,89624
-980,8804
-980,877
-980,8639
-980,85785
-980,8228
-980,7817
-980,6798
-980,6796
-980,6793
-980,638
-980,6285
-980,6208
-980,5953
-980,55475
-980,4803
-980,4632
-980,44727
-980,386
-980,3317
-980,3167
-980,25946
-980,18335
-980,12115
-980,051
-980,0045
-979,948
-979,93335
-979,81213
-979,811
-979,65704
-979,5557
-979,5474
-979,4651
-979,46484
-979,4468
-979,4393
-979,3794
